Open Time,Open,High,Low,Close,Volumn,Close Time,Quote Asset Volumn,Number of Trades,Taker Buy Base Asset Volumn,Taker Buy Quote Asset Volumn,Ignore,Date Time
1504483200000,4505.0,4527.49,3972.51,4100.11,1394.644614,1504569599999,5909947.49008974,9317,578.600851,2460362.61291664,11672.89407588,2017-09-04 00:00:00+00:00
1504569600000,4106.97,4484.99,3603.0,4366.47,1228.938157,1504655999999,5083453.18675071,10084,533.476065,2214297.83961246,11938.20199421,2017-09-05 00:00:00+00:00
1504656000000,4366.49,4662.87,4335.26,4619.77,807.363726,1504742399999,3626346.05544323,7956,422.923063,1903231.7409154,11138.37278647,2017-09-06 00:00:00+00:00
1504742400000,4619.77,4788.59,4438.19,4691.61,500.429975,1504828799999,2305795.13638315,3070,240.683949,1111299.24357466,11536.41291735,2017-09-07 00:00:00+00:00
1504828800000,4691.66,4735.39,4028.93,4282.8,1132.255046,1504915199999,4866527.22639337,4733,465.962119,2004277.28941755,11115.57334676,2017-09-08 00:00:00+00:00
1504915200000,4282.8,4426.62,4150.06,4258.81,658.782952,1505001599999,2815383.46568698,3777,287.989805,1233627.00774409,10748.7487586,2017-09-09 00:00:00+00:00
1505001600000,4258.81,4283.0,3801.0,4130.37,660.373275,1505087999999,2700371.80819211,3435,291.786887,1193884.03650449,10431.32749057,2017-09-10 00:00:00+00:00
1505088000000,4153.62,4334.43,4098.91,4208.47,699.989065,1505174399999,2956842.76250147,4228,322.19833,1361869.71324406,10696.14858553,2017-09-11 00:00:00+00:00
1505174400000,4208.6,4394.59,4040.8,4163.72,879.630319,1505260799999,3725190.62328952,6501,451.78067,1911015.26637066,10753.20738857,2017-09-12 00:00:00+00:00
1505260800000,4159.72,4165.38,3760.0,3944.69,913.462545,1505347199999,3570365.92571669,5019,363.053413,1425986.44091325,10140.67501448,2017-09-13 00:00:00+00:00
1505347200000,3944.0,3993.0,3165.13,3189.02,1665.021543,1505433599999,5914261.40460825,9066,761.153976,2711572.43635069,10046.01068952,2017-09-14 00:00:00+00:00
1505433600000,3188.01,3856.0,2817.0,3700.0,1968.866492,1505519999999,6588767.18669446,10445,966.122245,3236325.66838306,9252.64943218,2017-09-15 00:00:00+00:00
1505520000000,3674.01,3950.0,3470.66,3714.95,1297.563953,1505606399999,4804878.24721283,8809,624.887842,2314536.03271908,8845.90190543,2017-09-16 00:00:00+00:00
1505606400000,3685.23,3748.21,3499.02,3699.99,682.17121,1505692799999,2466490.27859466,6355,273.931976,994843.63045949,8391.64647834,2017-09-17 00:00:00+00:00
1505692800000,3690.0,4123.2,3690.0,4035.01,1030.006455,1505779199999,4069033.05715863,8220,417.638722,1651863.37125876,8105.35030419,2017-09-18 00:00:00+00:00
1505779200000,4060.0,4089.97,3830.91,3910.04,902.332129,1505865599999,3558315.19743872,7342,257.320352,1016803.88177532,7553.27397114,2017-09-19 00:00:00+00:00
1505865600000,3910.04,4046.08,3820.0,3900.0,720.935076,1505951999999,2839584.45308804,7231,395.275138,1562210.14983916,7439.36194465,2017-09-20 00:00:00+00:00
1505952000000,3889.99,3910.0,3567.0,3609.99,1001.654084,1506038399999,3757043.07821264,8714,517.258926,1946238.63873747,7506.06276719,2017-09-21 00:00:00+00:00
1506038400000,3592.84,3750.0,3505.55,3595.87,838.966425,1506124799999,3031771.43292849,8152,511.059869,1848104.61254174,7653.40066377,2017-09-22 00:00:00+00:00
1506124800000,3595.88,3817.19,3542.91,3780.0,752.792791,1506211199999,2799706.99951511,8402,431.94671,1608679.14327472,7779.08973354,2017-09-23 00:00:00+00:00
1506211200000,3779.54,3789.99,3622.76,3660.02,661.63639,1506297599999,2445788.43620041,8724,290.93917,1077964.32638088,7915.33467487,2017-09-24 00:00:00+00:00
1506297600000,3660.02,3979.87,3653.69,3920.75,727.994713,1506383999999,2784170.85318322,9740,298.839159,1144089.17964881,8173.23574241,2017-09-25 00:00:00+00:00
1506384000000,3928.0,3976.99,3850.05,3882.35,526.727987,1506470399999,2061195.57868009,7971,225.570283,883925.0185633,8870.39452351,2017-09-26 00:00:00+00:00
1506470400000,3882.36,4249.94,3872.81,4193.0,628.170966,1506556799999,2554629.81447101,8373,348.083641,1418522.03112125,9629.05334499,2017-09-27 00:00:00+00:00
1506556800000,4192.11,4300.0,4101.0,4174.5,849.785325,1506643199999,3553178.87037354,11426,364.517452,1525467.35780567,10915.25822059,2017-09-28 00:00:00+00:00
1506643200000,4178.98,4263.86,3952.01,4174.69,1602.309565,1506729599999,6571746.35900076,14834,660.408235,2706153.81551434,10839.14992836,2017-09-29 00:00:00+00:00
1506729600000,4175.0,4380.0,4138.1,4378.51,720.353183,1506815999999,3088354.40084536,9324,292.966693,1258540.22252994,11158.76978487,2017-09-30 00:00:00+00:00
1506816000000,4378.49,4406.52,4240.04,4378.48,726.963685,1506902399999,3137143.89184457,9816,291.975904,1263465.86667018,12307.06710083,2017-10-01 00:00:00+00:00
1506902400000,4400.0,4561.63,4360.0,4380.0,655.756974,1506988799999,2905282.77570845,8185,289.541406,1286786.89051625,12741.57240735,2017-10-02 00:00:00+00:00
1506988800000,4380.0,4467.33,4180.8,4310.0,1082.323563,1507075199999,4627422.74283879,12379,492.735181,2107462.11039911,12115.87839548,2017-10-03 00:00:00+00:00
1507075200000,4314.9,4373.0,4142.0,4208.59,868.465101,1507161599999,3676415.10054891,11006,292.928777,1237552.36930596,11935.85608959,2017-10-04 00:00:00+00:00
1507161600000,4208.59,4355.0,4110.0,4292.43,779.138638,1507247999999,3295532.82397779,9158,351.042019,1483036.83360606,11978.70488858,2017-10-05 00:00:00+00:00
1507248000000,4318.99,4417.0,4292.0,4369.0,506.529176,1507334399999,2212035.12414239,6546,226.148177,988106.60264063,11712.06979077,2017-10-06 00:00:00+00:00
1507334400000,4369.0,4479.5,4312.56,4423.0,297.5975,1507420799999,1302533.21459281,4804,145.313076,637146.85809303,11793.42539755,2017-10-07 00:00:00+00:00
1507420800000,4425.0,4658.0,4425.0,4640.0,518.462004,1507507199999,2347356.46944654,7580,280.094854,1268660.82999198,12341.69993665,2017-10-08 00:00:00+00:00
1507507200000,4640.0,4889.98,4550.0,4786.95,646.463145,1507593599999,3040508.90436387,10372,350.756559,1654274.63749423,12767.59474695,2017-10-09 00:00:00+00:00
1507593600000,4786.95,4960.0,4680.59,4783.06,1043.221773,1507679999999,5044283.86347582,11967,678.832674,3289613.76073974,13164.13983532,2017-10-10 00:00:00+00:00
1507680000000,4783.06,4881.61,4710.0,4821.43,753.429396,1507766399999,3609240.90903919,5895,540.087975,2586977.71897445,12765.89768461,2017-10-11 00:00:00+00:00
1507766400000,4821.43,5439.99,4810.16,5430.0,1276.701482,1507852799999,6659759.29119366,8030,796.594719,4149667.59915114,12748.51390836,2017-10-12 00:00:00+00:00
