,MA_SLOW,MA_FAST,MA_SIGNAL,Multiple,Sharpe
1363,6,2,5,-1.0,9999.0
1364,6,2,6,-1.0,9999.0
1365,6,2,7,-1.0,9999.0
1366,6,2,8,-1.0,9999.0
1367,6,2,9,-1.0,9999.0
1368,6,3,1,-1.0,9999.0
1369,6,3,2,-1.0,9999.0
1370,6,3,3,-1.0,9999.0
1371,6,3,4,-1.0,9999.0
1372,6,3,5,-1.0,9999.0
1373,6,3,6,-1.0,9999.0
1374,6,3,7,-1.0,9999.0
1375,6,3,8,-1.0,9999.0
1376,6,3,9,-1.0,9999.0
1377,6,4,1,-1.0,9999.0
1378,6,4,2,-1.0,9999.0
1379,6,4,3,-1.0,9999.0
1380,6,4,4,-1.0,9999.0
1381,6,4,5,-1.0,9999.0
1382,6,4,6,-1.0,9999.0
1383,6,4,7,-1.0,9999.0
1384,6,4,8,-1.0,9999.0
1385,6,4,9,-1.0,9999.0
1386,6,5,1,-1.0,9999.0
1387,6,5,2,-1.0,9999.0
1388,6,5,3,-1.0,9999.0
1389,6,5,4,-1.0,9999.0
1390,6,5,5,-1.0,9999.0
1391,6,5,6,-1.0,9999.0
1392,6,5,7,-1.0,9999.0
1393,6,5,8,-1.0,9999.0
1394,6,5,9,-1.0,9999.0
1395,6,6,1,-1.0,9999.0
1396,6,6,2,-1.0,9999.0
1397,6,6,3,-1.0,9999.0
1398,6,6,4,-1.0,9999.0
1399,6,6,5,-1.0,9999.0
1400,6,6,6,-1.0,9999.0
1401,6,6,7,-1.0,9999.0
1402,6,6,8,-1.0,9999.0
1403,6,6,9,-1.0,9999.0
1404,6,7,1,2.337945106821178e-64,-1.1968224572759396
1405,6,7,2,5.71429927576105e-08,-1.0610270360967373
1406,6,7,3,2.4194930114342213e-07,-1.0563297732231698
1407,6,7,4,2.1630426528081148e-06,-1.0393418061293993
1408,6,7,5,3.1917836340834436e-06,-1.0362113962572075
1409,6,7,6,-1.0,9999.0
1410,6,7,7,-1.0,9999.0
1411,6,7,8,-1.0,9999.0
1412,6,7,9,-1.0,9999.0
1413,6,8,1,8.012519940520447e-64,-1.1960629156072147
1414,6,8,2,5.272783417654247e-08,-1.0618528529277953
1415,6,8,3,5.663435692101874e-07,-1.0507681601819359
1416,6,8,4,1.8359942600952446e-06,-1.041794810276329
1417,6,8,5,3.6853423954464163e-06,-1.03502672660173
1418,6,8,6,-1.0,9999.0
1419,6,8,7,-1.0,9999.0
1420,6,8,8,-1.0,9999.0
1421,6,8,9,-1.0,9999.0
1422,6,9,1,2.9090043385950667e-63,-1.195070829602678
1423,6,9,2,6.05870637333697e-08,-1.0618130959933318
1424,6,9,3,5.479688528481751e-07,-1.0513814245963362
1425,6,9,4,1.1806688576244113e-06,-1.046787350667484
1426,6,9,5,7.86550387853399e-06,-1.0249515972663987
1427,6,9,6,-1.0,9999.0
1428,6,9,7,-1.0,9999.0
1429,6,9,8,-1.0,9999.0
1430,6,9,9,-1.0,9999.0
1431,6,10,1,8.830411426595248e-63,-1.194082169512111
1432,6,10,2,5.906574843615567e-08,-1.0622767673633953
1433,6,10,3,8.358550590538551e-07,-1.0483927746528596
1434,6,10,4,2.100750461201295e-06,-1.041223340071162
1435,6,10,5,5.186324718083755e-06,-1.0313542050310223
1436,6,10,6,-1.0,9999.0
1437,6,10,7,-1.0,9999.0
1438,6,10,8,-1.0,9999.0
1439,6,10,9,-1.0,9999.0
1440,6,11,1,2.040564216431124e-62,-1.1933732203239444
1441,6,11,2,7.309094660163253e-08,-1.0616272066242272
1442,6,11,3,9.462976653341889e-07,-1.0476261970031984
1443,6,11,4,2.171090953897564e-06,-1.0412205854920387
1444,6,11,5,5.360626186359024e-06,-1.0311783351906463
1445,6,11,6,-1.0,9999.0
1446,6,11,7,-1.0,9999.0
1447,6,11,8,-1.0,9999.0
1448,6,11,9,-1.0,9999.0
1449,6,12,1,4.6114743473193134e-62,-1.1925721399241465
1450,6,12,2,9.554216943736096e-08,-1.0605403359158978
1451,6,12,3,9.455274075240324e-07,-1.047862273139673
1452,6,12,4,2.5954781615822363e-06,-1.0393748090235866
1453,6,12,5,5.438615223994472e-06,-1.031212740898531
1454,6,12,6,-1.0,9999.0
1455,6,12,7,-1.0,9999.0
1456,6,12,8,-1.0,9999.0
1457,6,12,9,-1.0,9999.0
1458,6,13,1,8.481526892005919e-62,-1.192306144599141
1459,6,13,2,2.0737449349574782e-07,-1.056390195404769
1460,6,13,3,6.621747739399125e-07,-1.051242874826154
1461,6,13,4,3.6505253855878194e-06,-1.0354786803112541
1462,6,13,5,9.517050633322095e-06,-1.0231155281965727
1463,6,13,6,-1.0,9999.0
1464,6,13,7,-1.0,9999.0
1465,6,13,8,-1.0,9999.0
1466,6,13,9,-1.0,9999.0
1467,6,14,1,1.6230359835201695e-61,-1.1915772598511356
1468,6,14,2,3.9648270826463114e-07,-1.0521497511167583
1469,6,14,3,1.0284208699655947e-06,-1.0475971888701454
1470,6,14,4,4.7932995966552996e-06,-1.0320428885269968
1471,6,14,5,9.469328052932697e-06,-1.0233608776006218
1472,6,14,6,-1.0,9999.0
1473,6,14,7,-1.0,9999.0
1474,6,14,8,-1.0,9999.0
1475,6,14,9,-1.0,9999.0
1476,6,15,1,3.54638024387254e-61,-1.1908175000638876
1477,6,15,2,2.762256739076534e-07,-1.05487247746229
1478,6,15,3,8.905459818167403e-07,-1.0490552994872275
1479,6,15,4,3.897863836549555e-06,-1.0349992304593063
1480,6,15,5,1.2325665981380955e-05,-1.0191517722307832
1481,6,15,6,-1.0,9999.0
1482,6,15,7,-1.0,9999.0
1483,6,15,8,-1.0,9999.0
1484,6,15,9,-1.0,9999.0
1485,6,16,1,4.35825976692323e-61,-1.1908108504099788
1486,6,16,2,1.7131492384550067e-07,-1.0580532735942194
1487,6,16,3,1.2514795929515135e-06,-1.0459970396976652
1488,6,16,4,4.781425061072547e-06,-1.032401591959374
1489,6,16,5,1.4885162932909622e-05,-1.0159842373491124
1490,6,16,6,-1.0,9999.0
1491,6,16,7,-1.0,9999.0
1492,6,16,8,-1.0,9999.0
1493,6,16,9,-1.0,9999.0
1494,6,17,1,7.089368048891728e-61,-1.1903731998565465
1495,6,17,2,1.0536224758343941e-07,-1.0609387754692738
1496,6,17,3,1.259316360362616e-06,-1.04605523371133
1497,6,17,4,4.444511432097086e-06,-1.0335554985143618
1498,6,17,5,1.330042764315884e-05,-1.0181412069239921
1499,6,17,6,-1.0,9999.0
1500,6,17,7,-1.0,9999.0
1501,6,17,8,-1.0,9999.0
1502,6,17,9,-1.0,9999.0
1503,6,18,1,1.3013143124488636e-60,-1.189701210140379
1504,6,18,2,1.5475954930568503e-07,-1.0589079596828337
1505,6,18,3,1.3792665746649754e-06,-1.045295178012811
1506,6,18,4,8.144307746405928e-06,-1.0249445465382305
1507,6,18,5,1.2454669394447668e-05,-1.0193603388587056
1508,6,18,6,-1.0,9999.0
1509,6,18,7,-1.0,9999.0
1510,6,18,8,-1.0,9999.0
1511,6,18,9,-1.0,9999.0
1512,6,19,1,2.0660457644567957e-60,-1.1891850456229132
1513,6,19,2,1.316997522705456e-07,-1.0600179762817736
1514,6,19,3,1.1434184956960034e-06,-1.0471349844374311
1515,6,19,4,8.19855588508737e-06,-1.0248252233079744
1516,6,19,5,1.5719652894839226e-05,-1.0154005109830233
1517,6,19,6,-1.0,9999.0
1518,6,19,7,-1.0,9999.0
1519,6,19,8,-1.0,9999.0
1520,6,19,9,-1.0,9999.0
1521,6,20,1,3.687150439146065e-60,-1.1885616863713764
1522,6,20,2,9.728618085135384e-08,-1.0617934992318236
1523,6,20,3,2.0478600379919947e-06,-1.041285957647797
1524,6,20,4,9.79172207552055e-06,-1.022125369041609
1525,6,20,5,2.7777956821456456e-05,-1.0044227196363402
1526,6,20,6,-1.0,9999.0
1527,6,20,7,-1.0,9999.0
1528,6,20,8,-1.0,9999.0
1529,6,20,9,-1.0,9999.0
1530,6,21,1,3.739392205654305e-60,-1.1885986185015367
1531,6,21,2,1.2595524694672964e-07,-1.0604688246620333
1532,6,21,3,2.9888478609555883e-06,-1.03699706450318
1533,6,21,4,1.2749853017687845e-05,-1.0178327389777588
1534,6,21,5,3.7113227767392365e-05,-0.998194333795455
1535,6,21,6,-1.0,9999.0
1536,6,21,7,-1.0,9999.0
1537,6,21,8,-1.0,9999.0
1538,6,21,9,-1.0,9999.0
1539,6,22,1,5.905175980510845e-60,-1.1880628159965683
1540,6,22,2,1.617672120577061e-07,-1.059079818942427
1541,6,22,3,3.005993326709055e-06,-1.037031627307165
1542,6,22,4,1.2261886558941543e-05,-1.018593772730217
1543,6,22,5,5.167506591015918e-05,-0.9905691681837872
1544,6,22,6,-1.0,9999.0
1545,6,22,7,-1.0,9999.0
1546,6,22,8,-1.0,9999.0
1547,6,22,9,-1.0,9999.0
1548,6,23,1,8.566510369443672e-60,-1.1876590264497455
1549,6,23,2,1.659065592486849e-07,-1.058969873047008
1550,6,23,3,4.167740395504721e-06,-1.0329844748160046
1551,6,23,4,2.8477996153704408e-05,-1.0027708145453047
1552,6,23,5,3.597845917008288e-05,-0.9990043933094561
1553,6,23,6,-1.0,9999.0
1554,6,23,7,-1.0,9999.0
1555,6,23,8,-1.0,9999.0
1556,6,23,9,-1.0,9999.0
1557,6,24,1,8.868095072421868e-60,-1.1876257245364885
1558,6,24,2,1.6897484845111905e-07,-1.0588855650405238
1559,6,24,3,5.892070319490957e-06,-1.0283016254858006
1560,6,24,4,2.3406935400650074e-05,-1.0068447714663284
1561,6,24,5,2.4283197131443935e-05,-1.0073359464598743
1562,6,24,6,-1.0,9999.0
1563,6,24,7,-1.0,9999.0
1564,6,24,8,-1.0,9999.0
1565,6,24,9,-1.0,9999.0
1566,6,25,1,1.0751197169087976e-59,-1.1874166660860703
1567,6,25,2,1.881629948469442e-07,-1.0582817592599025
1568,6,25,3,7.901856810260309e-06,-1.0239929359289706
1569,6,25,4,1.9597964998440963e-05,-1.0103397815174124
1570,6,25,5,3.11665984346731e-05,-1.0021606367861948
1571,6,25,6,-1.0,9999.0
1572,6,25,7,-1.0,9999.0
1573,6,25,8,-1.0,9999.0
1574,6,25,9,-1.0,9999.0
1575,6,26,1,1.3924051938715843e-59,-1.1870338318510443
1576,6,26,2,1.6387309528355466e-07,-1.0591239528979643
1577,6,26,3,9.015623725195408e-06,-1.0219869871804983
1578,6,26,4,1.3379832578557243e-05,-1.0173962006586483
1579,6,26,5,3.730943896598014e-05,-0.9982800515190885
1580,6,26,6,-1.0,9999.0
1581,6,26,7,-1.0,9999.0
1582,6,26,8,-1.0,9999.0
1583,6,26,9,-1.0,9999.0
1584,6,27,1,1.2938847591947696e-59,-1.1870791829499099
1585,6,27,2,1.7487771574120532e-07,-1.0588010728010748
1586,6,27,3,8.24692598690689e-06,-1.023408057632509
1587,6,27,4,1.1638400060443882e-05,-1.0198480384401927
1588,6,27,5,3.548175415791637e-05,-0.999619376179884
1589,6,27,6,-1.0,9999.0
1590,6,27,7,-1.0,9999.0
1591,6,27,8,-1.0,9999.0
1592,6,27,9,-1.0,9999.0
1593,6,28,1,1.5436533302089239e-59,-1.1869979475951316
1594,6,28,2,2.634921125716861e-07,-1.0562651242435945
1595,6,28,3,6.7934136213530325e-06,-1.0263405094251823
1596,6,28,4,1.0691943400087684e-05,-1.021396573293077
1597,6,28,5,4.098985402922431e-05,-0.9964479613127734
1598,6,28,6,-1.0,9999.0
1599,6,28,7,-1.0,9999.0
1600,6,28,8,-1.0,9999.0
1601,6,28,9,-1.0,9999.0
1602,6,29,1,2.4561500853513757e-59,-1.1864197003957553
1603,6,29,2,3.4334008484041475e-07,-1.0544756776116628
1604,6,29,3,4.4826997802951934e-06,-1.0323503528890101
1605,6,29,4,1.105307265877766e-05,-1.0208270965285253
1606,6,29,5,3.9823944465501515e-05,-0.9971066492969677
1607,6,29,6,-1.0,9999.0
1608,6,29,7,-1.0,9999.0
1609,6,29,8,-1.0,9999.0
1610,6,29,9,-1.0,9999.0
1611,6,30,1,3.000076332317557e-59,-1.1862128393173992
1612,6,30,2,4.885432625915141e-07,-1.0520004033440036
1613,6,30,3,4.68851906007585e-06,-1.0317544846022395
1614,6,30,4,1.1114237921103031e-05,-1.0207744363311502
1615,6,30,5,3.1337945355447815e-05,-1.0024036834875287
1616,6,30,6,-1.0,9999.0
1617,6,30,7,-1.0,9999.0
1618,6,30,8,-1.0,9999.0
1619,6,30,9,-1.0,9999.0
1620,7,1,1,-1.0,9999.0
1621,7,1,2,-1.0,9999.0
1622,7,1,3,-1.0,9999.0
1623,7,1,4,-1.0,9999.0
1624,7,1,5,-1.0,9999.0
1625,7,1,6,-1.0,9999.0
1626,7,1,7,-1.0,9999.0
1627,7,1,8,-1.0,9999.0
1628,7,1,9,-1.0,9999.0
1629,7,2,1,-1.0,9999.0
1630,7,2,2,-1.0,9999.0
1631,7,2,3,-1.0,9999.0
1632,7,2,4,-1.0,9999.0
1633,7,2,5,-1.0,9999.0
1634,7,2,6,-1.0,9999.0
1635,7,2,7,-1.0,9999.0
1636,7,2,8,-1.0,9999.0
1637,7,2,9,-1.0,9999.0
1638,7,3,1,-1.0,9999.0
1639,7,3,2,-1.0,9999.0
1640,7,3,3,-1.0,9999.0
1641,7,3,4,-1.0,9999.0
1642,7,3,5,-1.0,9999.0
1643,7,3,6,-1.0,9999.0
1644,7,3,7,-1.0,9999.0
1645,7,3,8,-1.0,9999.0
1646,7,3,9,-1.0,9999.0
1647,7,4,1,-1.0,9999.0
1648,7,4,2,-1.0,9999.0
1649,7,4,3,-1.0,9999.0
1650,7,4,4,-1.0,9999.0
1651,7,4,5,-1.0,9999.0
1652,7,4,6,-1.0,9999.0
1653,7,4,7,-1.0,9999.0
1654,7,4,8,-1.0,9999.0
1655,7,4,9,-1.0,9999.0
1656,7,5,1,-1.0,9999.0
1657,7,5,2,-1.0,9999.0
1658,7,5,3,-1.0,9999.0
1659,7,5,4,-1.0,9999.0
1660,7,5,5,-1.0,9999.0
1661,7,5,6,-1.0,9999.0
1662,7,5,7,-1.0,9999.0
1663,7,5,8,-1.0,9999.0
1664,7,5,9,-1.0,9999.0
1665,7,6,1,-1.0,9999.0
1666,7,6,2,-1.0,9999.0
1667,7,6,3,-1.0,9999.0
1668,7,6,4,-1.0,9999.0
1669,7,6,5,-1.0,9999.0
1670,7,6,6,-1.0,9999.0
1671,7,6,7,-1.0,9999.0
1672,7,6,8,-1.0,9999.0
1673,7,6,9,-1.0,9999.0
1674,7,7,1,-1.0,9999.0
1675,7,7,2,-1.0,9999.0
1676,7,7,3,-1.0,9999.0
1677,7,7,4,-1.0,9999.0
1678,7,7,5,-1.0,9999.0
1679,7,7,6,-1.0,9999.0
1680,7,7,7,-1.0,9999.0
1681,7,7,8,-1.0,9999.0
1682,7,7,9,-1.0,9999.0
1683,7,8,1,7.072385294132484e-63,-1.1941454462900052
1684,7,8,2,5.5589463376564763e-08,-1.0624694539723833
1685,7,8,3,7.8984898027988e-07,-1.0487072806647535
1686,7,8,4,2.6048160267802553e-06,-1.038571980569492
1687,7,8,5,8.799036643334046e-06,-1.0235042641535514
1688,7,8,6,1.113732685055248e-05,-1.020596529200983
1689,7,8,7,-1.0,9999.0
1690,7,8,8,-1.0,9999.0
1691,7,8,9,-1.0,9999.0
1692,7,9,1,3.1487323110108474e-62,-1.1926931433196628
1693,7,9,2,6.942343438505314e-08,-1.0619476379877075
1694,7,9,3,6.631216703407818e-07,-1.050735841345574
1695,7,9,4,3.4896066295236263e-06,-1.035625444613419
1696,7,9,5,3.890963264543374e-06,-1.0355436522140704
1697,7,9,6,9.43910934498001e-06,-1.0237383241027758
1698,7,9,7,-1.0,9999.0
1699,7,9,8,-1.0,9999.0
1700,7,9,9,-1.0,9999.0
1701,7,10,1,9.5819742770235e-62,-1.1916583843278112
1702,7,10,2,1.0265417572475131e-07,-1.0602709833047068
1703,7,10,3,5.442373995757985e-07,-1.0527719884264013
1704,7,10,4,4.627289922697411e-06,-1.0323528655171612
1705,7,10,5,7.410660751756932e-06,-1.026932474956337
1706,7,10,6,1.4532444917529089e-05,-1.0167634309504903
1707,7,10,7,-1.0,9999.0
1708,7,10,8,-1.0,9999.0
1709,7,10,9,-1.0,9999.0
1710,7,11,1,2.8084301245864823e-61,-1.1907013969325564
1711,7,11,2,3.329490844563177e-07,-1.0536341268319127
1712,7,11,3,8.708306253871254e-07,-1.049080509089747
1713,7,11,4,4.768640331432768e-06,-1.032288112436897
1714,7,11,5,9.032542425028079e-06,-1.0241774304212254
1715,7,11,6,2.100108886269118e-05,-1.010303986636518
1716,7,11,7,-1.0,9999.0
1717,7,11,8,-1.0,9999.0
1718,7,11,9,-1.0,9999.0
1719,7,12,1,6.876514366001678e-61,-1.1896894732471557
1720,7,12,2,6.581334664131482e-07,-1.0486083657526424
1721,7,12,3,1.0532450129675902e-06,-1.0476477555443706
1722,7,12,4,4.010979570971972e-06,-1.0347815586247682
1723,7,12,5,1.0148255937969633e-05,-1.02258978819014
1724,7,12,6,3.210076931001563e-05,-1.0019554059764546
1725,7,12,7,-1.0,9999.0
1726,7,12,8,-1.0,9999.0
1727,7,12,9,-1.0,9999.0
1728,7,13,1,1.9134447835417635e-60,-1.1889008926115923
1729,7,13,2,4.102882742866499e-07,-1.0525829820428407
1730,7,13,3,1.6127217647030223e-06,-1.043715676322935
1731,7,13,4,3.3551364835450295e-06,-1.0372991330349894
1732,7,13,5,1.7337717142894887e-05,-1.0135169409057128
1733,7,13,6,4.808961386585191e-05,-0.9929172145368289
1734,7,13,7,-1.0,9999.0
1735,7,13,8,-1.0,9999.0
1736,7,13,9,-1.0,9999.0
1737,7,14,1,3.042017377705912e-60,-1.1883928739348046
1738,7,14,2,1.995598003856885e-07,-1.0577380443643332
1739,7,14,3,1.8054488041037797e-06,-1.042763368297813
1740,7,14,4,8.63261758499137e-06,-1.02428641745019
1741,7,14,5,2.8306695834107585e-05,-1.0040995478550307
1742,7,14,6,7.731106768437269e-05,-0.9810982476253503
1743,7,14,7,-1.0,9999.0
1744,7,14,8,-1.0,9999.0
1745,7,14,9,-1.0,9999.0
1746,7,15,1,9.166575506405647e-60,-1.187209835910883
1747,7,15,2,2.504793544843363e-07,-1.0564591192802661
1748,7,15,3,2.1394595750886734e-06,-1.041075553417668
1749,7,15,4,6.216861638922244e-06,-1.0293531576022934
1750,7,15,5,2.1343422632066387e-05,-1.0099280707520575
1751,7,15,6,9.657391220833879e-05,-0.9751098560289915
1752,7,15,7,-1.0,9999.0
1753,7,15,8,-1.0,9999.0
1754,7,15,9,-1.0,9999.0
1755,7,16,1,2.15081989604717e-59,-1.18629407291261
1756,7,16,2,2.9492338767096905e-07,-1.0555628317598775
1757,7,16,3,1.4552572448120261e-06,-1.0453157331830012
1758,7,16,4,7.518879517926223e-06,-1.0267005910224287
1759,7,16,5,3.241202664083168e-05,-1.001466087164692
1760,7,16,6,5.758689590470882e-05,-0.9889394446009901
1761,7,16,7,-1.0,9999.0
1762,7,16,8,-1.0,9999.0
1763,7,16,9,-1.0,9999.0
1764,7,17,1,4.151049411336675e-59,-1.1855578276036511
1765,7,17,2,2.4685302481492143e-07,-1.0568764245657059
1766,7,17,3,2.1522225454170666e-06,-1.0412570114438064
1767,7,17,4,1.1247931316262696e-05,-1.020443647310566
1768,7,17,5,3.6415727406722885e-05,-0.9990185702537866
1769,7,17,6,7.709618116965947e-05,-0.981580698989669
1770,7,17,7,-1.0,9999.0
1771,7,17,8,-1.0,9999.0
1772,7,17,9,-1.0,9999.0
1773,7,18,1,5.205499909159613e-59,-1.1852521496571409
1774,7,18,2,3.1825039293108437e-07,-1.0552975944169614
1775,7,18,3,3.5961012728881354e-06,-1.0353112148472599
1776,7,18,4,1.1371988000722591e-05,-1.0203638887277033
1777,7,18,5,4.9199341306333925e-05,-0.9922337774904421
1778,7,18,6,7.581909826071047e-05,-0.9821016461264077
1779,7,18,7,-1.0,9999.0
1780,7,18,8,-1.0,9999.0
1781,7,18,9,-1.0,9999.0
1782,7,19,1,8.800692850375419e-59,-1.1846700922455187
1783,7,19,2,4.135681377296238e-07,-1.0535471464295951
1784,7,19,3,5.331076811843972e-06,-1.030171970275255
1785,7,19,4,8.780348487281537e-06,-1.024644323386355
1786,7,19,5,6.768116970242288e-05,-0.9843534169701958
1787,7,19,6,5.432625205788844e-05,-0.9907231079527155
1788,7,19,7,-1.0,9999.0
1789,7,19,8,-1.0,9999.0
1790,7,19,9,-1.0,9999.0
1791,7,20,1,1.6066884062594177e-58,-1.1840938000338272
1792,7,20,2,5.452640851679461e-07,-1.0515095880636
1793,7,20,3,7.540191288171863e-06,-1.0252129252810966
1794,7,20,4,1.3036319467195292e-05,-1.0182231296664812
1795,7,20,5,5.254614665502623e-05,-0.9907411765571846
1796,7,20,6,9.50784575178497e-05,-0.9761276640713036
1797,7,20,7,-1.0,9999.0
1798,7,20,8,-1.0,9999.0
1799,7,20,9,-1.0,9999.0
1800,7,21,1,1.893250778834901e-58,-1.1838325337004303
1801,7,21,2,6.268014095214136e-07,-1.0504255827942017
1802,7,21,3,7.1509704421240394e-06,-1.026093372856103
1803,7,21,4,2.17079030366157e-05,-1.0089480414472511
1804,7,21,5,5.12625937785348e-05,-0.991383197723512
1805,7,21,6,0.00022268048147715584,-0.949734832864342
1806,7,21,7,-1.0,9999.0
1807,7,21,8,-1.0,9999.0
1808,7,21,9,-1.0,9999.0
1809,7,22,1,3.488738205126365e-58,-1.1831880090251645
1810,7,22,2,4.978891249464725e-07,-1.0522716977668651
1811,7,22,3,1.434336383087868e-05,-1.0148447493513675
1812,7,22,4,3.9477426744876946e-05,-0.9963767413957948
1813,7,22,5,4.497406098714999e-05,-0.9945519225058721
1814,7,22,6,0.00032298443389524017,-0.936344349483182
1815,7,22,7,-1.0,9999.0
1816,7,22,8,-1.0,9999.0
1817,7,22,9,-1.0,9999.0
1818,7,23,1,4.689974226234855e-58,-1.182864983432382
1819,7,23,2,6.002296838326833e-07,-1.0508404650702878
1820,7,23,3,1.6904296054551194e-05,-1.0119248118751383
1821,7,23,4,3.915119235030494e-05,-0.9966154469970782
1822,7,23,5,5.341669646503461e-05,-0.9905364100058016
1823,7,23,6,0.00054531229772802,-0.915335851333736
1824,7,23,7,-1.0,9999.0
1825,7,23,8,-1.0,9999.0
1826,7,23,9,-1.0,9999.0
1827,7,24,1,6.532933513462719e-58,-1.182512618804539
1828,7,24,2,7.853592594925959e-07,-1.0486763452015757
1829,7,24,3,1.4484689433763508e-05,-1.014767743795167
1830,7,24,4,4.430595775749315e-05,-0.9938160088592727
1831,7,24,5,9.491003867132189e-05,-0.9755080247723088
1832,7,24,6,0.0005099505089822577,-0.9182403513218008
1833,7,24,7,-1.0,9999.0
1834,7,24,8,-1.0,9999.0
1835,7,24,9,-1.0,9999.0
1836,7,25,1,7.513449787464217e-58,-1.1823263842068574
1837,7,25,2,1.1856025020909333e-06,-1.0450167972250335
1838,7,25,3,2.171101251166343e-05,-1.0073443958765085
1839,7,25,4,2.678240863094491e-05,-1.0048471234602487
1840,7,25,5,0.00012237201644480373,-0.968277578285901
1841,7,25,6,0.0004081476211756605,-0.9273892740436394
1842,7,25,7,-1.0,9999.0
1843,7,25,8,-1.0,9999.0
1844,7,25,9,-1.0,9999.0
1845,7,26,1,9.378185307584262e-58,-1.1820432235251814
1846,7,26,2,7.835054977047933e-07,-1.048866420093227
1847,7,26,3,1.2073284485433957e-05,-1.0180622545688331
1848,7,26,4,3.297666391976483e-05,-1.0004538051877174
1849,7,26,5,0.00012984493304083028,-0.9665188887145719
1850,7,26,6,0.00045497097428083615,-0.9232581315925157
1851,7,26,7,-1.0,9999.0
1852,7,26,8,-1.0,9999.0
1853,7,26,9,-1.0,9999.0
1854,7,27,1,1.3766188780908614e-57,-1.1816398372307853
1855,7,27,2,8.567091251780164e-07,-1.0481203207722214
1856,7,27,3,1.0086243904284898e-05,-1.0210601209820676
1857,7,27,4,4.2705274113233405e-05,-0.9946989268829279
1858,7,27,5,0.00011561020910853158,-0.9702002082559457
1859,7,27,6,0.0003745000040572058,-0.9309948856760509
1860,7,27,7,-1.0,9999.0
1861,7,27,8,-1.0,9999.0
1862,7,27,9,-1.0,9999.0
1863,7,28,1,1.5813554882541728e-57,-1.1815118650589713
1864,7,28,2,1.0338150463463224e-06,-1.0464357320075472
1865,7,28,3,8.364900223476843e-06,-1.0240648653314495
1866,7,28,4,3.9652321726920555e-05,-0.9966119938135346
1867,7,28,5,0.00011455701591745763,-0.9704747933817144
1868,7,28,6,0.00041066309665290326,-0.9273349877131293
1869,7,28,7,-1.0,9999.0
1870,7,28,8,-1.0,9999.0
1871,7,28,9,-1.0,9999.0
1872,7,29,1,2.3100738751430631e-57,-1.1811215037416487
1873,7,29,2,1.1376956618592092e-06,-1.0455953799495363
1874,7,29,3,8.29692430722675e-06,-1.0243883426738236
1875,7,29,4,3.237641627742772e-05,-1.0011810576820155
1876,7,29,5,0.00010748313899563851,-0.9723601086112601
1877,7,29,6,0.0007106635538735047,-0.9039175326993056
1878,7,29,7,-1.0,9999.0
1879,7,29,8,-1.0,9999.0
1880,7,29,9,-1.0,9999.0
1881,7,30,1,2.574350196882307e-57,-1.1811015797979858
1882,7,30,2,1.7518268852993837e-06,-1.041374086990842
1883,7,30,3,7.179089395315113e-06,-1.026643260777313
1884,7,30,4,2.5090797131348995e-05,-1.0064777922170283
1885,7,30,5,0.00012004621342646497,-0.9691964516674426
1886,7,30,6,0.0006672162975279929,-0.9067849835150087
1887,7,30,7,-1.0,9999.0
1888,7,30,8,-1.0,9999.0
1889,7,30,9,-1.0,9999.0
1890,8,1,1,-1.0,9999.0
1891,8,1,2,-1.0,9999.0
1892,8,1,3,-1.0,9999.0
1893,8,1,4,-1.0,9999.0
1894,8,1,5,-1.0,9999.0
1895,8,1,6,-1.0,9999.0
1896,8,1,7,-1.0,9999.0
1897,8,1,8,-1.0,9999.0
1898,8,1,9,-1.0,9999.0
1899,8,2,1,-1.0,9999.0
1900,8,2,2,-1.0,9999.0
1901,8,2,3,-1.0,9999.0
1902,8,2,4,-1.0,9999.0
1903,8,2,5,-1.0,9999.0
1904,8,2,6,-1.0,9999.0
1905,8,2,7,-1.0,9999.0
1906,8,2,8,-1.0,9999.0
1907,8,2,9,-1.0,9999.0
1908,8,3,1,-1.0,9999.0
1909,8,3,2,-1.0,9999.0
1910,8,3,3,-1.0,9999.0
1911,8,3,4,-1.0,9999.0
1912,8,3,5,-1.0,9999.0
1913,8,3,6,-1.0,9999.0
1914,8,3,7,-1.0,9999.0
1915,8,3,8,-1.0,9999.0
1916,8,3,9,-1.0,9999.0
1917,8,4,1,-1.0,9999.0
1918,8,4,2,-1.0,9999.0
1919,8,4,3,-1.0,9999.0
1920,8,4,4,-1.0,9999.0
1921,8,4,5,-1.0,9999.0
1922,8,4,6,-1.0,9999.0
1923,8,4,7,-1.0,9999.0
1924,8,4,8,-1.0,9999.0
1925,8,4,9,-1.0,9999.0
1926,8,5,1,-1.0,9999.0
1927,8,5,2,-1.0,9999.0
1928,8,5,3,-1.0,9999.0
1929,8,5,4,-1.0,9999.0
1930,8,5,5,-1.0,9999.0
1931,8,5,6,-1.0,9999.0
1932,8,5,7,-1.0,9999.0
1933,8,5,8,-1.0,9999.0
1934,8,5,9,-1.0,9999.0
1935,8,6,1,-1.0,9999.0
1936,8,6,2,-1.0,9999.0
1937,8,6,3,-1.0,9999.0
1938,8,6,4,-1.0,9999.0
1939,8,6,5,-1.0,9999.0
1940,8,6,6,-1.0,9999.0
1941,8,6,7,-1.0,9999.0
1942,8,6,8,-1.0,9999.0
1943,8,6,9,-1.0,9999.0
1944,8,7,1,-1.0,9999.0
1945,8,7,2,-1.0,9999.0
1946,8,7,3,-1.0,9999.0
